GO.ID	Term	Annotated	Significant	Expected	KS
GO:0071266	'de novo' L-methionine biosynthetic process	1	1	1	1.00000
GO:0071267	L-methionine salvage	4	4	4	1.00000
GO:0030258	lipid modification	187	187	187	1.00000
GO:0006613	cotranslational protein targeting to membrane	4	4	4	1.00000
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	4	4	4	1.00000
GO:0048278	vesicle docking	18	18	18	1.00000
GO:0036503	ERAD pathway	7	7	7	1.00000
GO:0006641	triglyceride metabolic process	14	14	14	1.00000
GO:0009161	ribonucleoside monophosphate metabolic process	230	230	230	1.00000
GO:1900542	regulation of purine nucleotide metabolic process	2	2	2	1.00000
GO:0009163	nucleoside biosynthetic process	8	8	8	1.00000
GO:0009164	nucleoside catabolic process	7	7	7	1.00000
GO:0098763	mitotic cell cycle phase	1	1	1	1.00000
GO:0009166	nucleotide catabolic process	1	1	1	1.00000
GO:0009167	purine ribonucleoside monophosphate metabolic process	227	227	227	1.00000
GO:0031440	regulation of mRNA 3'-end processing	1	1	1	1.00000
GO:0009151	purine deoxyribonucleotide metabolic process	2	2	2	1.00000
GO:0009153	purine deoxyribonucleotide biosynthetic process	2	2	2	1.00000
GO:0098754	detoxification	15	15	15	1.00000
GO:0006638	neutral lipid metabolic process	18	18	18	1.00000
GO:0009156	ribonucleoside monophosphate biosynthetic process	21	21	21	1.00000
GO:0052482	defense response by cell wall thickening	16	16	16	1.00000
GO:1905037	autophagosome organization	1	1	1	1.00000
GO:0006639	acylglycerol metabolic process	18	18	18	1.00000
GO:1901700	response to oxygen-containing compound	2228	2228	2228	1.00000
GO:1905039	carboxylic acid transmembrane transport	5	5	5	1.00000
GO:1901701	cellular response to oxygen-containing compound	811	811	811	1.00000
GO:0098781	ncRNA transcription	5	5	5	1.00000
GO:0009185	ribonucleoside diphosphate metabolic process	193	193	193	1.00000
GO:0009187	cyclic nucleotide metabolic process	1	1	1	1.00000
GO:0071229	cellular response to acid chemical	646	646	646	1.00000
GO:0019482	beta-alanine metabolic process	1	1	1	1.00000
GO:0050896	response to stimulus	5898	5898	5898	1.00000
GO:0050898	nitrile metabolic process	4	4	4	1.00000
GO:0051261	protein depolymerization	14	14	14	1.00000
GO:0060860	regulation of floral organ abscission	2	2	2	1.00000
GO:0070887	cellular response to chemical stimulus	1232	1232	1232	1.00000
GO:0098771	inorganic ion homeostasis	135	135	135	1.00000
GO:0009174	pyrimidine ribonucleoside monophosphate biosynthetic process	2	2	2	1.00000
GO:0010257	NADH dehydrogenase complex assembly	4	4	4	1.00000
GO:0071214	cellular response to abiotic stimulus	157	157	157	1.00000
GO:0071216	cellular response to biotic stimulus	6	6	6	1.00000
GO:0009179	purine ribonucleoside diphosphate metabolic process	193	193	193	1.00000
GO:0019471	4-hydroxyproline metabolic process	8	8	8	1.00000
GO:0051252	regulation of RNA metabolic process	1619	1619	1619	1.00000
GO:0051253	negative regulation of RNA metabolic process	379	379	379	1.00000
GO:0032392	DNA geometric change	14	14	14	1.00000
GO:0051254	positive regulation of RNA metabolic process	411	411	411	1.00000
GO:0009123	nucleoside monophosphate metabolic process	230	230	230	1.00000
GO:0071241	cellular response to inorganic substance	42	42	42	1.00000
GO:0009124	nucleoside monophosphate biosynthetic process	21	21	21	1.00000
GO:0009126	purine nucleoside monophosphate metabolic process	227	227	227	1.00000
GO:0009127	purine nucleoside monophosphate biosynthetic process	19	19	19	1.00000
GO:0098727	maintenance of cell number	60	60	60	1.00000
GO:1903426	regulation of reactive oxygen species biosynthetic process	3	3	3	1.00000
GO:0009129	pyrimidine nucleoside monophosphate metabolic process	3	3	3	1.00000
GO:1903427	negative regulation of reactive oxygen species biosynthetic process	1	1	1	1.00000
GO:0042360	vitamin E metabolic process	7	7	7	1.00000
GO:0031400	negative regulation of protein modification process	46	46	46	1.00000
GO:0046655	folic acid metabolic process	1	1	1	1.00000
GO:0099131	ATP hydrolysis coupled ion transmembrane transport	4	4	4	1.00000
GO:0071248	cellular response to metal ion	37	37	37	1.00000
GO:1903428	positive regulation of reactive oxygen species biosynthetic process	2	2	2	1.00000
GO:0031401	positive regulation of protein modification process	8	8	8	1.00000
GO:0042362	fat-soluble vitamin biosynthetic process	8	8	8	1.00000
GO:0099132	ATP hydrolysis coupled cation transmembrane transport	4	4	4	1.00000
GO:0042364	water-soluble vitamin biosynthetic process	41	41	41	1.00000
GO:0009110	vitamin biosynthetic process	49	49	49	1.00000
GO:0009112	nucleobase metabolic process	20	20	20	1.00000
GO:0070828	heterochromatin organization	12	12	12	1.00000
GO:0018282	metal incorporation into metallo-sulfur cluster	1	1	1	1.00000
GO:0046683	response to organophosphorus	2	2	2	1.00000
GO:0009119	ribonucleoside metabolic process	18	18	18	1.00000
GO:0000725	recombinational repair	66	66	66	1.00000
GO:0000726	non-recombinational repair	2	2	2	1.00000
GO:0042354	L-fucose metabolic process	1	1	1	1.00000
GO:0000729	DNA double-strand break processing	2	2	2	1.00000
GO:0009141	nucleoside triphosphate metabolic process	221	221	221	1.00000
GO:0098740	multi organism cell adhesion	2	2	2	1.00000
GO:0051273	beta-glucan metabolic process	138	138	138	1.00000
GO:0009142	nucleoside triphosphate biosynthetic process	15	15	15	1.00000
GO:0051274	beta-glucan biosynthetic process	92	92	92	1.00000
GO:0009144	purine nucleoside triphosphate metabolic process	220	220	220	1.00000
GO:0009145	purine nucleoside triphosphate biosynthetic process	14	14	14	1.00000
GO:0007569	cell aging	4	4	4	1.00000
GO:0051220	cytoplasmic sequestering of protein	2	2	2	1.00000
GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process	2	2	2	1.00000
GO:0051222	positive regulation of protein transport	2	2	2	1.00000
GO:0019448	L-cysteine catabolic process	1	1	1	1.00000
GO:0051223	regulation of protein transport	4	4	4	1.00000
GO:0009132	nucleoside diphosphate metabolic process	195	195	195	1.00000
GO:1902275	regulation of chromatin organization	16	16	16	1.00000
GO:0098732	macromolecule deacylation	12	12	12	1.00000
GO:0009135	purine nucleoside diphosphate metabolic process	193	193	193	1.00000
GO:0046620	regulation of organ growth	6	6	6	1.00000
GO:0042373	vitamin K metabolic process	1	1	1	1.00000
GO:0042374	phylloquinone metabolic process	8	8	8	1.00000
GO:1902221	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	11	11	11	1.00000
GO:1902222	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	3	3	3	1.00000
GO:1902223	erythrose 4-phosphate/phosphoenolpyruvate family amino acid biosynthetic process	8	8	8	1.00000
GO:0032351	negative regulation of hormone metabolic process	2	2	2	1.00000
GO:0019438	aromatic compound biosynthetic process	2622	2622	2622	1.00000
GO:0018210	peptidyl-threonine modification	1	1	1	1.00000
GO:0032352	positive regulation of hormone metabolic process	1	1	1	1.00000
GO:0019439	aromatic compound catabolic process	270	270	270	1.00000
GO:0032353	negative regulation of hormone biosynthetic process	2	2	2	1.00000
GO:0018212	peptidyl-tyrosine modification	1	1	1	1.00000
GO:0018216	peptidyl-arginine methylation	5	5	5	1.00000
GO:0001101	response to acid chemical	1445	1445	1445	1.00000
GO:0051240	positive regulation of multicellular organismal process	59	59	59	1.00000
GO:0090700	maintenance of plant organ identity	6	6	6	1.00000
GO:0050879	multicellular organismal movement	5	5	5	1.00000
GO:0051241	negative regulation of multicellular organismal process	93	93	93	1.00000
GO:0042326	negative regulation of phosphorylation	42	42	42	1.00000
GO:0090701	specification of plant organ identity	16	16	16	1.00000
GO:0042327	positive regulation of phosphorylation	3	3	3	1.00000
GO:0010232	vascular transport	15	15	15	1.00000
GO:0051247	positive regulation of protein metabolic process	30	30	30	1.00000
GO:0032386	regulation of intracellular transport	3	3	3	1.00000
GO:0090707	establishment of plant organ orientation	1	1	1	1.00000
GO:0051248	negative regulation of protein metabolic process	195	195	195	1.00000
GO:0032388	positive regulation of intracellular transport	2	2	2	1.00000
GO:1901880	negative regulation of protein depolymerization	9	9	9	1.00000
GO:1901881	positive regulation of protein depolymerization	2	2	2	1.00000
GO:0009100	glycoprotein metabolic process	194	194	194	1.00000
GO:0009101	glycoprotein biosynthetic process	186	186	186	1.00000
GO:0051234	establishment of localization	2782	2782	2782	1.00000
GO:0051235	maintenance of location	94	94	94	1.00000
GO:0051236	establishment of RNA localization	67	67	67	1.00000
GO:0044092	negative regulation of molecular function	61	61	61	1.00000
GO:0044093	positive regulation of molecular function	119	119	119	1.00000
GO:0050810	regulation of steroid biosynthetic process	2	2	2	1.00000
GO:0051239	regulation of multicellular organismal process	517	517	517	1.00000
GO:0019400	alditol metabolic process	17	17	17	1.00000
GO:0019401	alditol biosynthetic process	1	1	1	1.00000
GO:1903409	reactive oxygen species biosynthetic process	85	85	85	1.00000
GO:0031163	metallo-sulfur cluster assembly	97	97	97	1.00000
GO:0019405	alditol catabolic process	3	3	3	1.00000
GO:0019406	hexitol biosynthetic process	1	1	1	1.00000
GO:1901879	regulation of protein depolymerization	12	12	12	1.00000
GO:0042330	taxis	11	11	11	1.00000
GO:0048764	trichoblast maturation	321	321	321	1.00000
GO:0052192	movement in environment of other organism involved in symbiotic interaction	8	8	8	1.00000
GO:0034097	response to cytokine	1	1	1	1.00000
GO:0051202	phytochromobilin metabolic process	3	3	3	1.00000
GO:0009292	genetic transfer	29	29	29	1.00000
GO:0018201	peptidyl-glycine modification	1	1	1	1.00000
GO:1900673	olefin metabolic process	108	108	108	1.00000
GO:0018202	peptidyl-histidine modification	1	1	1	1.00000
GO:1900674	olefin biosynthetic process	108	108	108	1.00000
GO:0018205	peptidyl-lysine modification	342	342	342	1.00000
GO:0018209	peptidyl-serine modification	2	2	2	1.00000
GO:0070592	cell wall polysaccharide biosynthetic process	194	194	194	1.00000
GO:1904356	regulation of telomere maintenance via telomere lengthening	2	2	2	1.00000
GO:0097501	stress response to metal ion	3	3	3	1.00000
GO:1904357	negative regulation of telomere maintenance via telomere lengthening	1	1	1	1.00000
GO:1904358	positive regulation of telomere maintenance via telomere lengthening	1	1	1	1.00000
GO:0031124	mRNA 3'-end processing	6	6	6	1.00000
GO:0031128	developmental induction	1	1	1	1.00000
GO:0050801	ion homeostasis	229	229	229	1.00000
GO:0044085	cellular component biogenesis	1333	1333	1333	1.00000
GO:1900618	regulation of shoot system morphogenesis	4	4	4	1.00000
GO:0052166	positive regulation by symbiont of host innate immune response	6	6	6	1.00000
GO:0044087	regulation of cellular component biogenesis	126	126	126	1.00000
GO:0002429	immune response-activating cell surface receptor signaling pathway	1	1	1	1.00000
GO:0052167	modulation by symbiont of host innate immune response	6	6	6	1.00000
GO:0031111	negative regulation of microtubule polymerization or depolymerization	3	3	3	1.00000
GO:0044088	regulation of vacuole organization	1	1	1	1.00000
GO:0044089	positive regulation of cellular component biogenesis	104	104	104	1.00000
GO:0031112	positive regulation of microtubule polymerization or depolymerization	3	3	3	1.00000
GO:0005984	disaccharide metabolic process	188	188	188	1.00000
GO:0052169	pathogen-associated molecular pattern dependent modulation by symbiont of host innate immune response	6	6	6	1.00000
GO:0031113	regulation of microtubule polymerization	3	3	3	1.00000
GO:0031114	regulation of microtubule depolymerization	3	3	3	1.00000
GO:0009260	ribonucleotide biosynthetic process	162	162	162	1.00000
GO:0034067	protein localization to Golgi apparatus	1	1	1	1.00000
GO:0009262	deoxyribonucleotide metabolic process	3	3	3	1.00000
GO:0009263	deoxyribonucleotide biosynthetic process	2	2	2	1.00000
GO:0044070	regulation of anion transport	40	40	40	1.00000
GO:0009265	2'-deoxyribonucleotide biosynthetic process	2	2	2	1.00000
GO:0048729	tissue morphogenesis	3	3	3	1.00000
GO:0098869	cellular oxidant detoxification	10	10	10	1.00000
GO:0005976	polysaccharide metabolic process	657	657	657	1.00000
GO:0009250	glucan biosynthetic process	287	287	287	1.00000
GO:0009251	glucan catabolic process	16	16	16	1.00000
GO:0009256	10-formyltetrahydrofolate metabolic process	2	2	2	1.00000
GO:1901800	positive regulation of proteasomal protein catabolic process	1	1	1	1.00000
GO:0009259	ribonucleotide metabolic process	372	372	372	1.00000
GO:1901804	beta-glucoside metabolic process	1	1	1	1.00000
GO:0034085	establishment of sister chromatid cohesion	1	1	1	1.00000
GO:0034086	maintenance of sister chromatid cohesion	1	1	1	1.00000
GO:0055090	acylglycerol homeostasis	1	1	1	1.00000
GO:0052173	response to defenses of other organism involved in symbiotic interaction	8	8	8	1.00000
GO:0010769	regulation of cell morphogenesis involved in differentiation	9	9	9	1.00000
GO:0085029	extracellular matrix assembly	21	21	21	1.00000
GO:0019184	nonribosomal peptide biosynthetic process	2	2	2	1.00000
GO:0070585	protein localization to mitochondrion	104	104	104	1.00000
GO:0060560	developmental growth involved in morphogenesis	452	452	452	1.00000
GO:0048731	system development	2356	2356	2356	1.00000
GO:0070589	cellular component macromolecule biosynthetic process	194	194	194	1.00000
GO:0044042	glucan metabolic process	378	378	378	1.00000
GO:1903173	fatty alcohol metabolic process	2	2	2	1.00000
GO:0052126	movement in host environment	8	8	8	1.00000
GO:0032490	detection of molecule of bacterial origin	1	1	1	1.00000
GO:0045990	carbon catabolite regulation of transcription	1	1	1	1.00000
GO:0032494	response to peptidoglycan	1	1	1	1.00000
GO:0044038	cell wall macromolecule biosynthetic process	194	194	194	1.00000
GO:1902751	positive regulation of cell cycle G2/M phase transition	4	4	4	1.00000
GO:0061727	methylglyoxal catabolic process to lactate	92	92	92	1.00000
GO:1901598	(-)-pinoresinol metabolic process	1	1	1	1.00000
GO:0051784	negative regulation of nuclear division	7	7	7	1.00000
GO:0031109	microtubule polymerization or depolymerization	73	73	73	1.00000
GO:0051785	positive regulation of nuclear division	4	4	4	1.00000
GO:0000820	regulation of glutamine family amino acid metabolic process	2	2	2	1.00000
GO:0098813	nuclear chromosome segregation	179	179	179	1.00000
GO:0009215	purine deoxyribonucleoside triphosphate metabolic process	2	2	2	1.00000
GO:0000821	regulation of arginine metabolic process	1	1	1	1.00000
GO:0009216	purine deoxyribonucleoside triphosphate biosynthetic process	2	2	2	1.00000
GO:0097659	nucleic acid-templated transcription	1813	1813	1813	1.00000
GO:0009218	pyrimidine ribonucleotide metabolic process	133	133	133	1.00000
GO:0042451	purine nucleoside biosynthetic process	5	5	5	1.00000
GO:0055067	monovalent inorganic cation homeostasis	20	20	20	1.00000
GO:0042454	ribonucleoside catabolic process	6	6	6	1.00000
GO:0042455	ribonucleoside biosynthetic process	8	8	8	1.00000
GO:0010726	positive regulation of hydrogen peroxide metabolic process	2	2	2	1.00000
GO:0010727	negative regulation of hydrogen peroxide metabolic process	1	1	1	1.00000
GO:0010728	regulation of hydrogen peroxide biosynthetic process	3	3	3	1.00000
GO:0009247	glycolipid biosynthetic process	100	100	100	1.00000
GO:0034030	ribonucleoside bisphosphate biosynthetic process	8	8	8	1.00000
GO:0034032	purine nucleoside bisphosphate metabolic process	8	8	8	1.00000
GO:0070542	response to fatty acid	4	4	4	1.00000
GO:0034033	purine nucleoside bisphosphate biosynthetic process	8	8	8	1.00000
GO:0044000	movement in host	8	8	8	1.00000
GO:0032465	regulation of cytokinesis	1	1	1	1.00000
GO:0014070	response to organic cyclic compound	837	837	837	1.00000
GO:0055080	cation homeostasis	207	207	207	1.00000
GO:0044002	acquisition of nutrients from host	1	1	1	1.00000
GO:0044003	modification by symbiont of host morphology or physiology	112	112	112	1.00000
GO:0055082	cellular chemical homeostasis	181	181	181	1.00000
GO:0055083	monovalent inorganic anion homeostasis	13	13	13	1.00000
GO:0014074	response to purine-containing compound	1	1	1	1.00000
GO:0055086	nucleobase-containing small molecule metabolic process	710	710	710	1.00000
GO:1901564	organonitrogen compound metabolic process	2162	2162	2162	1.00000
GO:1901565	organonitrogen compound catabolic process	284	284	284	1.00000
GO:0055088	lipid homeostasis	7	7	7	1.00000
